,ubigeo
24574,0510090005
24575,0510090006
24576,0510090007
24577,0510090008
24578,0510090009
24579,0510090010
24580,0510090011
24581,0510090012
24582,0510090013
24583,0510090014
24584,0510090015
24585,0510090016
24586,0510090017
24587,0510090018
24588,0510090019
24589,0510090020
24590,0510090021
24591,0510090022
24592,0510090023
24593,0510090024
24594,0510090025
24595,0510090026
24596,0510090027
24597,0510090028
24598,0510090029
24599,0510090030
24600,0510090031
24601,0510090032
24602,0510100001
24603,0510100002
24604,0510100003
24605,0510100004
24606,0510100005
24607,0510100006
24608,0510100007
24609,0510100008
24610,0510100009
24611,0510100010
24612,0510100011
24613,0510100012
24614,0510100013
24615,0510100014
24616,0510100015
24617,0510100016
24618,0510100017
24619,0510100018
24620,0510100019
24621,0510100020
24622,0510100021
24623,0510100022
24624,0510100023
24625,0510100024
24626,0510100025
24627,0510100026
24628,0510100027
24629,0510100028
24630,0510100029
24631,0510100030
24632,0510100031
24633,0510100032
24634,0510100033
24635,0510100034
24636,0510100035
24637,0510100036
24638,0510100037
24639,0510100038
24640,0510100039
24641,0510100040
24642,0510100041
24643,0510100042
24644,0510100043
24645,0510100044
24646,0510100045
24647,0510100046
24648,0510100047
24649,0510100048
24650,0510100049
24651,0510100050
24652,0510100051
24653,0510100052
24654,0510100053
24655,0510100054
24656,0510100055
24657,0510100056
24658,0510100057
24659,0510100058
24660,0510100059
24661,0510100060
24662,0510100061
24663,0510100062
24664,0510100063
24665,0510100064
24666,0510100065
24667,0510100066
24668,0510100067
24669,0510100068
24670,0510100069
24671,0510100070
24672,0510100071
24673,0510100072
24674,0510110001
24675,0510110002
24676,0510110003
24677,0510110004
24678,0510110005
24679,0510110006
24680,0510110007
24681,0510110008
24682,0510110009
24683,0510110010
24684,0510110011
24685,0510110012
24686,0510110013
24687,0510110014
24688,0510110015
24689,0510110016
24690,0510110017
24691,0510110018
24692,0510110019
24693,0510110020
24694,0510110021
24695,0510110022
24696,0510110023
24697,0510110024
24698,0510110025
24699,0510110026
24700,0510110027
24701,0510110028
24702,0510110029
24703,0510110030
24704,0510110031
24705,0510110032
24706,0510110033
24707,0510110034
24708,0510120001
24709,0510120002
24710,0510120003
24711,0510120004
24712,0510120005
24713,0510120006
24714,0510120007
24715,0510120008
24716,0510120009
24717,0510120010
24718,0510120011
24719,0510120012
24720,0510120013
24721,0510120014
24722,0510120015
24723,0510120016
24724,0510120017
24725,0510120018
24726,0510120019
24727,0510120020
24728,0510120021
24729,0510120022
24730,0510120023
24731,0510120024
24732,0510120025
24733,0510120026
24734,0510120027
24735,0510120028
24736,0510120029
24737,0510120030
24738,0510120031
24739,0510120032
24740,0510120033
24741,0510120034
24742,0510120035
24743,0510120036
24744,0510120037
24745,0510120038
24746,0510120039
24747,0510120040
24748,0510120041
24749,0510120042
24750,0510120043
24751,0510120044
24752,0510120045
24753,0510120046
24754,0510120047
24755,0510120048
24756,0510120049
24757,0510120050
24758,0510120051
24759,0510120052
24760,0510120053
24761,0510120054
24762,0510120055
24763,0510120056
24764,0510120057
24765,0510120058
24766,0510120059
24767,0510120060
24768,0510120061
24769,0510120062
24770,0510120063
24771,0510120064
24772,0510120065
24773,0510120066
24774,0510120067
24775,0510120068
24776,0510120069
24777,0510120070
24778,0510120071
24779,0510120072
24780,0510120073
24781,0510120074
24782,0510120075
24783,0510120076
24784,0510120077
24785,0510120078
24786,0510120079
24787,0510120080
24788,0510120081
24789,0510120082
24790,0510120083
24791,0510120084
24792,0510120085
24793,0510120086
24794,0510120087
24795,0510120088
24796,0510120089
24797,0510120090
24798,0510120091
24799,0510120092
24800,0510120093
24801,0510120094
24802,0510120095
24803,0510120096
24804,0510120097
24805,0510120098
24806,0510120099
24807,0510120100
24808,0510120101
24809,0510120102
24810,0510120103
24811,0510120104
24812,0510120105
24813,0510120106
24814,0510120107
24815,0510120108
24816,0510120109
24817,0510120110
24818,0510120111
24819,0510120112
24820,0510120113
24821,0510120114
24822,0510120115
24823,0510120116
24824,0510120117
24825,0510120118
24826,0510120119
24827,0510120120
24828,0510120121
24829,0510120122
24830,0510120123
24831,0510120124
24832,0510120125
24833,0510120126
24834,0510120127
24835,0510120128
24836,0510120129
24837,0510120130
24838,0510120131
24839,0510120132
24840,0510120133
24841,0510120134
24842,0510120135
24843,0510120136
24844,0510120137
24845,0510120138
24846,0510120139
24847,0511010001
24848,0511010002
24849,0511010003
24850,0511010004
24851,0511010005
24852,0511010006
24853,0511010007
24854,0511010008
24855,0511010009
24856,0511010010
24857,0511010011
24858,0511010012
24859,0511010013
24860,0511010014
24861,0511010015
24862,0511010016
24863,0511010017
24864,0511010018
24865,0511010019
24866,0511010020
24867,0511010021
24868,0511010022
24869,0511010023
24870,0511010024
24871,0511010025
24872,0511010026
24873,0511010027
24874,0511010028
24875,0511010029
24876,0511010030
24877,0511010031
24878,0511010032
24879,0511010033
24880,0511010034
24881,0511010035
24882,0511010036
24883,0511010037
24884,0511010038
24885,0511010039
24886,0511010040
24887,0511010041
24888,0511010042
24889,0511010043
24890,0511010044
24891,0511010045
24892,0511010046
24893,0511010047
24894,0511010048
24895,0511010049
24896,0511010050
24897,0511010051
24898,0511010052
24899,0511010053
24900,0511010054
24901,0511010055
24902,0511010056
24903,0511010057
24904,0511010058
24905,0511010059
24906,0511010060
24907,0511010061
24908,0511010062
24909,0511010063
24910,0511010064
24911,0511020001
24912,0511020002
24913,0511020003
24914,0511020004
24915,0511020005
24916,0511020006
24917,0511020007
24918,0511020008
24919,0511020009
24920,0511020010
24921,0511020011
24922,0511020012
24923,0511020013
24924,0511020014
24925,0511020015
24926,0511020016
24927,0511020017
24928,0511020018
24929,0511030001
24930,0511030002
24931,0511030003
24932,0511030004
24933,0511030005
24934,0511030006
24935,0511030007
24936,0511030008
24937,0511030009
24938,0511030010
24939,0511030011
24940,0511030012
24941,0511030013
24942,0511030014
24943,0511030015
24944,0511030016
24945,0511030017
24946,0511030018
24947,0511030019
24948,0511030020
24949,0511040001
24950,0511040002
24951,0511040003
24952,0511040004
24953,0511040005
24954,0511040006
24955,0511040007
24956,0511040008
24957,0511040009
24958,0511040010
24959,0511040011
24960,0511040012
24961,0511040013
24962,0511040014
24963,0511040015
24964,0511040016
24965,0511040017
24966,0511040018
24967,0511040019
24968,0511040020
24969,0511040021
24970,0511040022
24971,0511040023
24972,0511040024
24973,0511040025
24974,0511040026
24975,0511040027
24976,0511040028
24977,0511040029
24978,0511040030
24979,0511040031
24980,0511040032
24981,0511040033
24982,0511040034
24983,0511040035
24984,0511040036
24985,0511040037
24986,0511040038
24987,0511040039
24988,0511040040
24989,0511040041
24990,0511040042
24991,0511040043
24992,0511040044
24993,0511040045
24994,0511040046
24995,0511040047
24996,0511040048
24997,0511040049
24998,0511040050
24999,0511040051
25000,0511040052
25001,0511040053
25002,0511040054
25003,0511040055
25004,0511040056
25005,0511040057
25006,0511040058
25007,0511050001
25008,0511050002
25009,0511050003
25010,0511050004
25011,0511050005
25012,0511050006
25013,0511050007
25014,0511050008
25015,0511050009
25016,0511050010
25017,0511050011
25018,0511050012
25019,0511050013
25020,0511050014
25021,0511050015
25022,0511050016
25023,0511050017
25024,0511050018
25025,0511050019
25026,0511050020
25027,0511050021
25028,0511050022
25029,0511050023
25030,0511050024
25031,0511050025
25032,0511050026
25033,0511050027
25034,0511050028
25035,0511050029
25036,0511050030
25037,0511050031
25038,0511050032
25039,0511060001
25040,0511060002
25041,0511060003
25042,0511060004
25043,0511060005
25044,0511060006
25045,0511060007
25046,0511060008
25047,0511060009
25048,0511060010
25049,0511060011
25050,0511060012
25051,0511060013
25052,0511060014
25053,0511060015
25054,0511060016
25055,0511060017
25056,0511060018
25057,0511060019
25058,0511060020
25059,0511060021
25060,0511060022
25061,0511060023
25062,0511060024
25063,0511070001
25064,0511070002
25065,0511070003
25066,0511070004
25067,0511070005
25068,0511070006
25069,0511070007
25070,0511070008
25071,0511070009
25072,0511080001
25073,0511080002
25074,0511080003
25075,0511080004
25076,0511080005
25077,0511080006
25078,0511080007
25079,0511080008
25080,0511080009
25081,0511080010
25082,0511080011
25083,0511080012
25084,0511080013
25085,0511080014
25086,0511080015
25087,0511080016
25088,0511080017
25089,0511080018
25090,0511080019
25091,0511080020
25092,0511080021
25093,0511080022
25094,0511080023
25095,0511080024
25096,0511080025
25097,0511080026
25098,0511080027
25099,0511080028
25100,0511080029
25101,0511080030
25102,0511080031
25103,0511080032
25104,0511080033
25105,0511080034
25106,0511080035
25107,0511080036
25108,0511080037
25109,0511080038
25110,0511080039
25111,0511080040
25112,0511080041
25113,0511080042
25114,0511080043
25115,0511080044
25116,0511080045
25117,0511080046
25118,0511080047
25119,0511080048
25120,0511080049
25121,0511080050
25122,0601010001
25123,0601010002
25124,0601010003
25125,0601010004
25126,0601010005
25127,0601010006
25128,0601010007
25129,0601010008
25130,0601010009
25131,0601010010
25132,0601010011
25133,0601010012
25134,0601010013
25135,0601010014
25136,0601010015
25137,0601010016
25138,0601010017
25139,0601010018
25140,0601010019
25141,0601010020
25142,0601010021
25143,0601010022
25144,0601010023
25145,0601010024
25146,0601010025
25147,0601010026
25148,0601010027
25149,0601010028
25150,0601010029
25151,0601010030
25152,0601010031
25153,0601010032
25154,0601010033
25155,0601010034
25156,0601010035
25157,0601010036
25158,0601010037
25159,0601010038
25160,0601010039
25161,0601010040
25162,0601010041
25163,0601010042
25164,0601010043
25165,0601010044
25166,0601010045
25167,0601010046
25168,0601010047
25169,0601010048
25170,0601010049
25171,0601010050
25172,0601010051
25173,0601010052
25174,0601010053
25175,0601010054
25176,0601010055
25177,0601010056
25178,0601010057
25179,0601010058
25180,0601010059
25181,0601010060
25182,0601010061
25183,0601010062
25184,0601010063
25185,0601010064
25186,0601010065
25187,0601010066
25188,0601010067
25189,0601010068
25190,0601010069
25191,0601010070
25192,0601010071
25193,0601010072
25194,0601010073
25195,0601010074
25196,0601010075
25197,0601010076
25198,0601010077
25199,0601010078
25200,0601010079
25201,0601010080
25202,0601010081
25203,0601010082
25204,0601010083
25205,0601010084
25206,0601010085
25207,0601010086
25208,0601010087
25209,0601010088
25210,0601010089
25211,0601010090
25212,0601010091
25213,0601010092
25214,0601010093
25215,0601010094
25216,0601010095
25217,0601010096
25218,0601010097
25219,0601010098
25220,0601010099
25221,0601010100
25222,0601010101
25223,0601010102
25224,0601010103
25225,0601010104
25226,0601010105
25227,0601010106
25228,0601010107
25229,0601010108
25230,0601010109
25231,0601010110
25232,0601010111
25233,0601010112
25234,0601010113
25235,0601010114
25236,0601010115
25237,0601010116
25238,0601010117
25239,0601010118
25240,0601010119
25241,0601010120
25242,0601010121
25243,0601010122
25244,0601010123
25245,0601010124
25246,0601010125
25247,0601010126
25248,0601010127
25249,0601010128
25250,0601010129
25251,0601010130
25252,0601020001
25253,0601020002
25254,0601020003
25255,0601020004
25256,0601020005
25257,0601020006
25258,0601020007
25259,0601020008
25260,0601020009
25261,0601020010
25262,0601020011
25263,0601020012
25264,0601020013
25265,0601020014
25266,0601020015
25267,0601020016
25268,0601020017
25269,0601020018
25270,0601020019
25271,0601020020
25272,0601020021
25273,0601020022
25274,0601020023
25275,0601020024
25276,0601020025
25277,0601020026
25278,0601020027
25279,0601020028
25280,0601020029
25281,0601020030
25282,0601020031
25283,0601020032
25284,0601020033
25285,0601020034
25286,0601020035
25287,0601020036
25288,0601020037
25289,0601020038
25290,0601020039
25291,0601020040
25292,0601020041
25293,0601020042
25294,0601020043
25295,0601020044
25296,0601020045
25297,0601020046
25298,0601020047
25299,0601020048
25300,0601020049
25301,0601020050
25302,0601020051
25303,0601020052
25304,0601020053
25305,0601020054
25306,0601020055
25307,0601020056
25308,0601020057
25309,0601020058
25310,0601020059
25311,0601020060
25312,0601020061
25313,0601020062
25314,0601020063
25315,0601020064
25316,0601020065
25317,0601020066
25318,0601020067
25319,0601020068
25320,0601020069
25321,0601020070
25322,0601020071
25323,0601020072
25324,0601020073
25325,0601020074
25326,0601020075
25327,0601020076
25328,0601020077
25329,0601020078
25330,0601020079
25331,0601020080
25332,0601020081
25333,0601030001
25334,0601030002
25335,0601030003
25336,0601030004
25337,0601030005
25338,0601030006
25339,0601030007
25340,0601030008
25341,0601030009
25342,0601030010
25343,0601030011
25344,0601030012
25345,0601030013
25346,0601030014
25347,0601030015
25348,0601030016
25349,0601030017
25350,0601030018
25351,0601030019
25352,0601030020
25353,0601030021
25354,0601030022
25355,0601030023
25356,0601030024
25357,0601030025
25358,0601030026
25359,0601030027
25360,0601030028
25361,0601030029
25362,0601030030
25363,0601030031
25364,0601030032
25365,0601030033
25366,0601030034
25367,0601030035
25368,0601030036
25369,0601030037
25370,0601040001
25371,0601040002
25372,0601040003
25373,0601040004
25374,0601040005
25375,0601040006
25376,0601040007
25377,0601040008
25378,0601040009
25379,0601040010
25380,0601040011
25381,0601040012
25382,0601040013
25383,0601040014
25384,0601040015
25385,0601040016
25386,0601040017
25387,0601040018
25388,0601040019
25389,0601040020
25390,0601040021
25391,0601040022
25392,0601040023
25393,0601040024
25394,0601040025
25395,0601040026
25396,0601040027
25397,0601040028
25398,0601040029
25399,0601040030
25400,0601040031
25401,0601040032
25402,0601040033
25403,0601040034
25404,0601040035
25405,0601040036
25406,0601040037
25407,0601040038
25408,0601040039
25409,0601040040
25410,0601040041
25411,0601040042
25412,0601040043
25413,0601040044
25414,0601040045
25415,0601040046
25416,0601040047
25417,0601040048
25418,0601040049
25419,0601040050
25420,0601040051
25421,0601040052
25422,0601040053
25423,0601040054
25424,0601040055
25425,0601040056
25426,0601040057
25427,0601040058
25428,0601040059
25429,0601040060
25430,0601050001
25431,0601050002
25432,0601050003
25433,0601050004
25434,0601050005
25435,0601050006
25436,0601050007
25437,0601050008
25438,0601050009
25439,0601050010
25440,0601050011
25441,0601050012
25442,0601050013
25443,0601050014
25444,0601050015
25445,0601050016
25446,0601050017
25447,0601050018
25448,0601050019
25449,0601050020
25450,0601050021
25451,0601050022
25452,0601050023
25453,0601050024
25454,0601050025
25455,0601050026
25456,0601050027
25457,0601050028
25458,0601050029
25459,0601050030
25460,0601050031
25461,0601050032
25462,0601050033
25463,0601050034
25464,0601050035
25465,0601050036
25466,0601050037
25467,0601050038
25468,0601050039
25469,0601050040
25470,0601050041
25471,0601050042
25472,0601050043
25473,0601050044
25474,0601050045
25475,0601050046
25476,0601050047
25477,0601050048
25478,0601050049
25479,0601050050
25480,0601050051
25481,0601050052
25482,0601050053
25483,0601050054
25484,0601050055
25485,0601050056
25486,0601050057
25487,0601050058
25488,0601050059
25489,0601050060
25490,0601050061
25491,0601050062
25492,0601050063
25493,0601050064
25494,0601050065
25495,0601050066
25496,0601050067
25497,0601050068
25498,0601050069
25499,0601050070
25500,0601050071
25501,0601050072
25502,0601050073
25503,0601050074
25504,0601050075
25505,0601050076
25506,0601050077
25507,0601050078
25508,0601050079
25509,0601050080
25510,0601050081
25511,0601050082
25512,0601050083
25513,0601050084
25514,0601050085
25515,0601050086
25516,0601050087
25517,0601050088
25518,0601050089
25519,0601050090
25520,0601050091
25521,0601050092
25522,0601050093
25523,0601050094
25524,0601050095
25525,0601050096
25526,0601050097
25527,0601050098
25528,0601050099
25529,0601050100
25530,0601050101
25531,0601050102
25532,0601050103
25533,0601050104
25534,0601050105
25535,0601050106
25536,0601050107
25537,0601060001
25538,0601060002
25539,0601060003
25540,0601060004
25541,0601060005
25542,0601060006
25543,0601060007
25544,0601060008
25545,0601060009
25546,0601060010
25547,0601060011
25548,0601060012
25549,0601060013
25550,0601060014
25551,0601060015
25552,0601060016
25553,0601060017
25554,0601060018
25555,0601060019
25556,0601060020
25557,0601060021
25558,0601060022
25559,0601060023
25560,0601060024
25561,0601060025
25562,0601060026
25563,0601060027
25564,0601060028
25565,0601060029
25566,0601060030
25567,0601060031
25568,0601060032
25569,0601060033
25570,0601060034
25571,0601060035
25572,0601060036
25573,0601060037
25574,0601060038
25575,0601060039
25576,0601060040
25577,0601060041
25578,0601060042
25579,0601060043
25580,0601060044
25581,0601060045
25582,0601060046
25583,0601060047
25584,0601060048
25585,0601060049
25586,0601060050
25587,0601060051
25588,0601060052
25589,0601060053
25590,0601060054
25591,0601060055
25592,0601060056
25593,0601060057
25594,0601060058
25595,0601060059
25596,0601060060
25597,0601060061
25598,0601060062
25599,0601060063
25600,0601060064
25601,0601060065
25602,0601070001
25603,0601070002
25604,0601070003
25605,0601070004
25606,0601070005
25607,0601070006
25608,0601070007
25609,0601070008
25610,0601070009
25611,0601070010
25612,0601070011
25613,0601070012
25614,0601070013
25615,0601070014
25616,0601070015
25617,0601070016
25618,0601070017
25619,0601070018
25620,0601070019
25621,0601070020
25622,0601070021
25623,0601070022
25624,0601070023
25625,0601070024
25626,0601070025
25627,0601070026
25628,0601070027
25629,0601070028
25630,0601070029
25631,0601070030
25632,0601070031
25633,0601070032
25634,0601070033
25635,0601070034
25636,0601070035
25637,0601070036
25638,0601070037
25639,0601070038
25640,0601070039
25641,0601070040
25642,0601070041
25643,0601070042
25644,0601070043
25645,0601070044
25646,0601070045
25647,0601070046
25648,0601070047
25649,0601080001
25650,0601080002
25651,0601080003
25652,0601080004
25653,0601080005
25654,0601080006
25655,0601080007
25656,0601080008
25657,0601080009
25658,0601080010
25659,0601080011
25660,0601080012
25661,0601080013
25662,0601080014
25663,0601080015
25664,0601080016
25665,0601080017
25666,0601080018
25667,0601080019
25668,0601080020
25669,0601080021
25670,0601080022
25671,0601080023
25672,0601080024
25673,0601080025
25674,0601080026
25675,0601080027
25676,0601080028
25677,0601080029
25678,0601080030
25679,0601080031
25680,0601080032
25681,0601080033
25682,0601080034
25683,0601080035
25684,0601080036
25685,0601080037
25686,0601080038
25687,0601080039
25688,0601080040
25689,0601080041
25690,0601080042
25691,0601080043
25692,0601080044
25693,0601080045
25694,0601080046
25695,0601080047
25696,0601080048
25697,0601080049
25698,0601080050
25699,0601080051
25700,0601080052
25701,0601080053
25702,0601080054
25703,0601080055
25704,0601080056
25705,0601080057
25706,0601080058
25707,0601080059
25708,0601080060
25709,0601080061
25710,0601080062
25711,0601080063
25712,0601080064
25713,0601080065
25714,0601080066
25715,0601080067
25716,0601080068
25717,0601080069
25718,0601080070
25719,0601080071
25720,0601080072
25721,0601090001
25722,0601090002
25723,0601090003
25724,0601090004
25725,0601090005
25726,0601090006
25727,0601090007
25728,0601090008
25729,0601090009
25730,0601090010
25731,0601090011
25732,0601090012
25733,0601090013
25734,0601090014
25735,0601090015
25736,0601090016
25737,0601090017
25738,0601090018
25739,0601090019
25740,0601090020
25741,0601090021
25742,0601090022
25743,0601090023
25744,0601090024
25745,0601090025
25746,0601090026
25747,0601090027
25748,0601090028
25749,0601090029
25750,0601090030
25751,0601090031
25752,0601090032
25753,0601090033
25754,0601090034
25755,0601090035
25756,0601090036
25757,0601090037
25758,0601090038
25759,0601090039
25760,0601090040
25761,0601090041
25762,0601090042
25763,0601090043
25764,0601090044
25765,0601090045
25766,0601090046
25767,0601090047
25768,0601090048
25769,0601090049
25770,0601090050
25771,0601090051
25772,0601090052
25773,0601090053
25774,0601090054
25775,0601090055
25776,0601090056
25777,0601090057
25778,0601090058
25779,0601090059
25780,0601090060
25781,0601090061
25782,0601090062
25783,0601090063
25784,0601090064
25785,0601090065
25786,0601090066
25787,0601090067
25788,0601090068
25789,0601090069
25790,0601090070
25791,0601090071
25792,0601090072
25793,0601090073
25794,0601090074
25795,0601090075
25796,0601090076
25797,0601090077
25798,0601090078
25799,0601090079
25800,0601090080
25801,0601090081
25802,0601090082
25803,0601090083
25804,0601090084
25805,0601090085
25806,0601090086
25807,0601090087
25808,0601090088
25809,0601090089
25810,0601090090
25811,0601090091
25812,0601090092
25813,0601090093
25814,0601090094
25815,0601090095
25816,0601090096
25817,0601090097
25818,0601090098
25819,0601090099
25820,0601090100
25821,0601090101
25822,0601090102
25823,0601090103
25824,0601090104
25825,0601090105
25826,0601090106
25827,0601090107
25828,0601090108
25829,0601090109
25830,0601090110
25831,0601090111
25832,0601090112
25833,0601090113
25834,0601090114
25835,0601090115
25836,0601090116
25837,0601090117
25838,0601100001
25839,0601100002
25840,0601100003
25841,0601100004
25842,0601100005
25843,0601100006
25844,0601100007
25845,0601100008
25846,0601100009
25847,0601100010
25848,0601100011
25849,0601100012
25850,0601100013
25851,0601100014
25852,0601100015
25853,0601100016
25854,0601100017
25855,0601100018
25856,0601100019
25857,0601100020
25858,0601100021
25859,0601110001
25860,0601110002
25861,0601110003
25862,0601110004
25863,0601110005
25864,0601110006
25865,0601110007
25866,0601110008
25867,0601110009
25868,0601110010
25869,0601110011
25870,0601110012
25871,0601110013
25872,0601110014
25873,0601110015
25874,0601110016
25875,0601110017
25876,0601110018
25877,0601110019
25878,0601110020
25879,0601110021
25880,0601110022
25881,0601110023
25882,0601110024
25883,0601110025
25884,0601110026
25885,0601110027
25886,0601110028
25887,0601110029
25888,0601110030
25889,0601110031
25890,0601110032
25891,0601110033
25892,0601110034
25893,0601110035
25894,0601110036
25895,0601110037
25896,0601110038
25897,0601110039
25898,0601110040
25899,0601110041
25900,0601110042
25901,0601110043
25902,0601110044
25903,0601110045
25904,0601110046
25905,0601120001
25906,0601120002
25907,0601120003
25908,0601120004
25909,0601120005
25910,0601120006
25911,0601120007
25912,0601120008
25913,0601120009
25914,0601120010
25915,0601120011
25916,0601120012
25917,0601120013
25918,0601120014
25919,0601120015
25920,0601120016
25921,0601120017
25922,0601120018
25923,0601120019
25924,0601120020
25925,0601120021
25926,0601120022
25927,0601120023
25928,0601120024
25929,0601120025
25930,0601120026
25931,0601120027
25932,0601120028
25933,0601120029
25934,0601120030
25935,0601120031
25936,0601120032
25937,0601120033
25938,0601120034
25939,0601120035
25940,0601120036
25941,0601120037
25942,0601120038
25943,0601120039
25944,0601120040
25945,0601120041
25946,0601120042
25947,0601120043
25948,0602010001
25949,0602010002
25950,0602010003
25951,0602010004
25952,0602010005
25953,0602010006
25954,0602010007
25955,0602010008
25956,0602010009
25957,0602010010
25958,0602010011
25959,0602010012
25960,0602010013
25961,0602010014
25962,0602010015
25963,0602010016
25964,0602010017
25965,0602010018
25966,0602010019
25967,0602010020
25968,0602010021
25969,0602010022
25970,0602010023
25971,0602010024
25972,0602010025
25973,0602010026
25974,0602010027
25975,0602010028
25976,0602010029
25977,0602010030
25978,0602010031
25979,0602010032
25980,0602010033
25981,0602010034
25982,0602010035
25983,0602010036
25984,0602010037
25985,0602010038
25986,0602010039
25987,0602010040
25988,0602010041
25989,0602010042
25990,0602010043
25991,0602010044
25992,0602010045
25993,0602020001
25994,0602020002
25995,0602020003
25996,0602020004
25997,0602020005
25998,0602020006
25999,0602020007
26000,0602020008
26001,0602020009
26002,0602020010
26003,0602020011
26004,0602020012
26005,0602020013
26006,0602020014
26007,0602020015
26008,0602020016
26009,0602020017
26010,0602020018
26011,0602020019
26012,0602020020
26013,0602020021
26014,0602020022
26015,0602020023
26016,0602020024
26017,0602020025
26018,0602020026
26019,0602020027
26020,0602020028
26021,0602020029
26022,0602020030
26023,0602020031
26024,0602020032
26025,0602020033
26026,0602020034
26027,0602020035
26028,0602020036
26029,0602020037
26030,0602020038
26031,0602020039
26032,0602020040
26033,0602020041
26034,0602020042
26035,0602020043
26036,0602020044
26037,0602020045
26038,0602020046
26039,0602020047
26040,0602020048
26041,0602020049
26042,0602020050
26043,0602020051
26044,0602020052
26045,0602020053
26046,0602020054
26047,0602020055
26048,0602020056
26049,0602020057
26050,0602020058
26051,0602020059
26052,0602020060
26053,0602020061
26054,0602020062
26055,0602020063
26056,0602020064
26057,0602020065
26058,0602020066
26059,0602020067
26060,0602020068
26061,0602020069
26062,0602020070
26063,0602020071
26064,0602020072
26065,0602020073
26066,0602020074
26067,0602020075
26068,0602020076
26069,0602020077
26070,0602020078
26071,0602020079
26072,0602020080
26073,0602020081
26074,0602020082
26075,0602020083
26076,0602020084
26077,0602020085
26078,0602020086
26079,0602020087
26080,0602020088
26081,0602020089
26082,0602020090
26083,0602020091
26084,0602020092
26085,0602020093
26086,0602020094
26087,0602020095
26088,0602020096
26089,0602020097
26090,0602020098
26091,0602020099
26092,0602020100
26093,0602020101
26094,0602020102
26095,0602020103
26096,0602020104
26097,0602020105
26098,0602020106
26099,0602020107
26100,0602020108
26101,0602020109
26102,0602020110
26103,0602020111
26104,0602020112
26105,0602020113
26106,0602020114
26107,0602020115
26108,0602020116
26109,0602020117
26110,0602020118
26111,0602020119
26112,0602020120
26113,0602020121
26114,0602020122
26115,0602020123
26116,0602020124
26117,0602020125
26118,0602020126
26119,0602020127
26120,0602020128
26121,0602020129
26122,0602020130
26123,0602020131
26124,0602020132
26125,0602020133
26126,0602020134
26127,0602020135
26128,0602020136
26129,0602020137
26130,0602020138
26131,0602020139
26132,0602020140
26133,0602020141
26134,0602020142
26135,0602020143
26136,0602020144
26137,0602020145
26138,0602020146
26139,0602020147
26140,0602020148
26141,0602020149
26142,0602020150
26143,0602020151
26144,0602020152
26145,0602020153
26146,0602020154
26147,0602020155
26148,0602020156
26149,0602020157
26150,0602020158
26151,0602030001
26152,0602030002
26153,0602030003
26154,0602030004
26155,0602030005
26156,0602030006
26157,0602030007
26158,0602030008
26159,0602030009
26160,0602030010
26161,0602030011
26162,0602030012
26163,0602030013
26164,0602030014
26165,0602030015
26166,0602030016
26167,0602030017
26168,0602030018
26169,0602030019
26170,0602030020
26171,0602030021
26172,0602030022
26173,0602030023
26174,0602030024
26175,0602030025
26176,0602030026
26177,0602030027
26178,0602030028
26179,0602030029
26180,0602030030
26181,0602030031
26182,0602030032
26183,0602030033
26184,0602030034
26185,0602030035
26186,0602030036
26187,0602030037
26188,0602030038
26189,0602030039
26190,0602030040
26191,0602030041
26192,0602030042
26193,0602030043
26194,0602030044
26195,0602030045
26196,0602030046
26197,0602030047
26198,0602030048
26199,0602030049
26200,0602030050
26201,0602030051
26202,0602030052
26203,0602030053
26204,0602030054
26205,0602030055
26206,0602030056
26207,0602030057
26208,0602030058
26209,0602030059
26210,0602030060
26211,0602040001
26212,0602040002
26213,0602040003
26214,0602040004
26215,0602040005
26216,0602040006
26217,0602040007
26218,0602040008
26219,0602040009
26220,0602040010
26221,0602040011
26222,0602040012
26223,0602040013
26224,0602040014
26225,0602040015
26226,0602040016
26227,0602040017
26228,0602040018
26229,0602040019
26230,0602040020
26231,0602040021
26232,0602040022
26233,0602040023
26234,0602040024
26235,0602040025
26236,0602040026
26237,0602040027
26238,0602040028
26239,0602040029
26240,0602040030
26241,0602040031
26242,0602040032
26243,0602040033
26244,0602040034
26245,0602040035
26246,0602040036
26247,0602040037
26248,0602040038
26249,0602040039
26250,0602040040
26251,0603010001
26252,0603010002
26253,0603010003
26254,0603010004
26255,0603010005
26256,0603010006
26257,0603010007
26258,0603010008
26259,0603010009
26260,0603010010
26261,0603010011
26262,0603010012
26263,0603010013
26264,0603010014
26265,0603010015
26266,0603010016
26267,0603010017
26268,0603010018
26269,0603010019
26270,0603010020
26271,0603010021
26272,0603010022
26273,0603010023
26274,0603010024
26275,0603010025
26276,0603010026
26277,0603010027
26278,0603010028
26279,0603010029
26280,0603010030
26281,0603010031
26282,0603010032
26283,0603010033
26284,0603010034
26285,0603010035
26286,0603010036
26287,0603010037
26288,0603010038
26289,0603010039
26290,0603010040
26291,0603010041
26292,0603010042
26293,0603010043
26294,0603010044
26295,0603010045
26296,0603010046
26297,0603010047
26298,0603010048
26299,0603010049
26300,0603010050
26301,0603010051
26302,0603010052
26303,0603010053
26304,0603010054
26305,0603010055
26306,0603010056
26307,0603010057
26308,0603010058
26309,0603010059
26310,0603010060
26311,0603010061
26312,0603020001
26313,0603020002
26314,0603020003
26315,0603020004
26316,0603020005
26317,0603020006
26318,0603020007
26319,0603020008
26320,0603020009
26321,0603020010
26322,0603020011
